timestamp,return_air_temp_c,data_quality_flag
2024-11-01 00:00:00,21.58942820448819,OK
2024-11-01 00:05:00,20.94057390528015,OK
2024-11-01 00:10:00,20.830221651198435,OK
2024-11-01 00:15:00,21.574540006118934,OK
2024-11-01 00:20:00,20.876457568727112,OK
2024-11-01 00:25:00,20.88471180166785,OK
2024-11-01 00:30:00,21.616360706515856,OK
2024-11-01 00:35:00,21.43754163957937,OK
2024-11-01 00:40:00,20.869808333861506,OK
2024-11-01 00:45:00,21.144563918063007,OK
2024-11-01 00:50:00,21.48003713929828,OK
2024-11-01 00:55:00,21.220447273601113,OK
2024-11-01 01:00:00,21.32265251688936,OK
2024-11-01 01:05:00,20.465377710366717,OK
2024-11-01 01:10:00,20.1808016794776,OK
2024-11-01 01:15:00,21.169529657007903,OK
2024-11-01 01:20:00,20.73943890791508,OK
2024-11-01 01:25:00,20.92112349563164,OK
2024-11-01 01:30:00,20.65465064126733,OK
2024-11-01 01:35:00,20.28645411972797,OK
2024-11-01 01:40:00,21.756893343572226,OK
2024-11-01 01:45:00,21.137178234790575,OK
2024-11-01 01:50:00,21.074748199864885,OK
2024-11-01 01:55:00,20.559739872048382,OK
2024-11-01 02:00:00,20.632484519467493,OK
2024-11-01 02:05:00,20.3942549837854,OK
2024-11-01 02:10:00,20.230823857775288,OK
2024-11-01 02:15:00,20.889915803647913,OK
2024-11-01 02:20:00,20.551918478420205,OK
2024-11-01 02:25:00,20.999300062446835,OK
2024-11-01 02:30:00,21.062936138923178,OK
2024-11-01 02:35:00,21.517151689682372,OK
2024-11-01 02:40:00,21.418625913115047,OK
2024-11-01 02:45:00,20.447817405437238,OK
2024-11-01 02:50:00,21.206102335606474,OK
2024-11-01 02:55:00,20.618450751225414,OK
2024-11-01 03:00:00,21.39031497715175,OK
2024-11-01 03:05:00,20.443865087460722,OK
2024-11-01 03:10:00,20.64161485969791,OK
2024-11-01 03:15:00,20.562605436258362,OK
2024-11-01 03:20:00,20.951567961235398,OK
2024-11-01 03:25:00,21.380196166466266,OK
2024-11-01 03:30:00,20.342702836204374,OK
2024-11-01 03:35:00,21.312566687052403,OK
2024-11-01 03:40:00,20.70634274957604,OK
2024-11-01 03:45:00,20.559790338972462,OK
2024-11-01 03:50:00,20.61219367578988,OK
2024-11-01 03:55:00,21.885923257820167,OK
2024-11-01 04:00:00,21.526507228814364,OK
2024-11-01 04:05:00,20.43525572192813,OK
2024-11-01 04:10:00,21.137602709654153,OK
2024-11-01 04:15:00,20.69062090760202,OK
2024-11-01 04:20:00,20.837358593256045,OK
2024-11-01 04:25:00,20.981331780081472,OK
2024-11-01 04:30:00,21.28573694949653,OK
2024-11-01 04:35:00,21.822482849664283,OK
2024-11-01 04:40:00,20.71955052906808,OK
2024-11-01 04:45:00,20.592829722862547,OK
2024-11-01 04:50:00,20.689467415025575,OK
