timestamp,outdoor_temp_c,data_quality_flag
2024-11-01 00:00:00,2.2886663019747093,OK
2024-11-01 00:05:00,2.23132862851194,OK
2024-11-01 00:10:00,2.4957078551585443,OK
2024-11-01 00:15:00,2.083402660839763,OK
2024-11-01 00:20:00,2.1310815863311463,OK
2024-11-01 00:25:00,2.0884882879414124,OK
2024-11-01 00:30:00,2.135208844640322,OK
2024-11-01 00:35:00,1.6689960999753497,OK
2024-11-01 00:40:00,1.1702251324566233,OK
2024-11-01 00:45:00,1.2512078385752707,OK
2024-11-01 00:50:00,1.1507360276298588,OK
2024-11-01 00:55:00,1.1954440063134273,OK
2024-11-01 01:00:00,1.5281894356538681,OK
2024-11-01 01:05:00,1.1004188864901618,OK
2024-11-01 01:10:00,0.5943379352596465,OK
2024-11-01 01:15:00,1.1352379132608967,OK
2024-11-01 01:20:00,1.1902623330997937,OK
2024-11-01 01:25:00,0.4338246267841616,OK
2024-11-01 01:30:00,0.1918030976138064,OK
2024-11-01 01:35:00,1.3044715801052247,OK
2024-11-01 01:40:00,0.9053790395665107,OK
2024-11-01 01:45:00,0.2949833091114149,OK
2024-11-01 01:50:00,1.0976055152526722,OK
2024-11-01 01:55:00,0.5131682523085417,OK
2024-11-01 02:00:00,0.25578245903044233,OK
2024-11-01 02:05:00,0.22998376244002966,OK
2024-11-01 02:10:00,0.5753990884484836,OK
2024-11-01 02:15:00,0.24130695943151084,OK
2024-11-01 02:20:00,-0.6210911937287266,OK
2024-11-01 02:25:00,0.2919165968127199,OK
2024-11-01 02:30:00,0.23267485663372392,OK
2024-11-01 02:35:00,0.3512297690083448,OK
2024-11-01 02:40:00,-0.34439784650000416,OK
2024-11-01 02:45:00,-0.8869197562636005,OK
2024-11-01 02:50:00,-0.4843482072710281,OK
2024-11-01 02:55:00,-0.22007359833873658,OK
2024-11-01 03:00:00,0.3365054838987121,OK
2024-11-01 03:05:00,-0.1724070320017298,OK
2024-11-01 03:10:00,-0.9892642092479476,OK
2024-11-01 03:15:00,-0.62630197052769,OK
2024-11-01 03:20:00,-0.5732504104520231,OK
2024-11-01 03:25:00,-0.4482521529579895,OK
2024-11-01 03:30:00,-1.3154194097369125,OK
2024-11-01 03:35:00,-1.4521863294266633,OK
2024-11-01 03:40:00,-1.2596450845395442,OK
2024-11-01 03:45:00,-0.5533471140873987,OK
2024-11-01 03:50:00,-0.7050027934064046,OK
2024-11-01 03:55:00,-0.9247470043220446,OK
2024-11-01 04:00:00,-1.3969959724961265,OK
2024-11-01 04:05:00,-0.9649006177475886,OK
2024-11-01 04:10:00,-1.3664798272932481,OK
2024-11-01 04:15:00,-0.7468620546863101,OK
2024-11-01 04:20:00,-1.1992298200611247,OK
2024-11-01 04:25:00,-0.22836356482523812,OK
2024-11-01 04:30:00,-1.6832451745388275,OK
2024-11-01 04:35:00,-2.198404624680033,OK
2024-11-01 04:40:00,-1.8436123889039324,OK
2024-11-01 04:45:00,-1.1370026456403926,OK
2024-11-01 04:50:00,-1.6304871540165526,OK
2024-11-01 04:55:00,-1.7184043372362958,OK
2024-11-01 05:00:00,-1.3820021581999113,OK
2024-11-01 05:05:00,-1.1286211397657664,OK
2024-11-01 05:10:00,-2.1397093149859137,OK
2024-11-01 05:15:00,-1.204416403821217,OK
2024-11-01 05:20:00,-1.4262678911987046,OK
2024-11-01 05:25:00,-1.3415298471431039,OK
2024-11-01 05:30:00,-1.674172372082832,OK
2024-11-01 05:35:00,-1.779385617038529,OK
2024-11-01 05:40:00,-1.0015945242591802,OK
2024-11-01 05:45:00,-0.058261246921169185,OK
2024-11-01 05:50:00,-1.7164827715917437,OK
2024-11-01 05:55:00,-1.2461815473267657,OK
2024-11-01 06:00:00,-1.7611061713475005,OK
2024-11-01 06:05:00,-2.813423037402122,OK
2024-11-01 06:10:00,-2.1342917697993644,OK
2024-11-01 06:15:00,-2.3913871033281446,OK
2024-11-01 06:20:00,-1.9742920280850123,OK
2024-11-01 06:25:00,-2.1022068527828517,OK
2024-11-01 06:30:00,-1.365209323808879,OK
2024-11-01 06:35:00,-1.1487746748035774,OK
2024-11-01 06:40:00,-2.0309831325921737,OK
2024-11-01 06:45:00,-1.7106837237626782,OK
2024-11-01 06:50:00,-1.9444986566797597,OK
2024-11-01 06:55:00,-2.119343641292666,OK
2024-11-01 07:00:00,-1.9121561500297493,OK
2024-11-01 07:05:00,-2.587699634623356,OK
2024-11-01 07:10:00,-1.4117653178249923,OK
2024-11-01 07:15:00,-2.1838059474477993,OK
2024-11-01 07:20:00,-0.8187344625587375,OK
2024-11-01 07:25:00,-1.3596163898380023,OK
2024-11-01 07:30:00,-1.5622028206741523,OK
2024-11-01 07:35:00,-1.5582472856787317,OK
2024-11-01 07:40:00,-0.8906804444457601,OK
2024-11-01 07:45:00,-1.873777486520034,OK
2024-11-01 07:50:00,-1.2844649542992908,OK
2024-11-01 07:55:00,-1.3505596685634549,OK
2024-11-01 08:00:00,-1.4059150265231035,OK
2024-11-01 08:05:00,-1.4498845646546175,OK
2024-11-01 08:10:00,-1.7447190322138812,OK
2024-11-01 08:15:00,-0.716918801434585,OK
2024-11-01 08:20:00,-1.3958262638073815,OK
2024-11-01 08:25:00,-0.8389976284168829,OK
2024-11-01 08:30:00,-1.692333856944867,OK
2024-11-01 08:35:00,-0.6942609412495444,OK
2024-11-01 08:40:00,-1.2101820969655155,OK
2024-11-01 08:45:00,-1.5318951779062224,OK
2024-11-01 08:50:00,-1.0977910085760414,OK
2024-11-01 08:55:00,-0.6166214632592508,OK
2024-11-01 09:00:00,-1.199521609721053,OK
2024-11-01 09:05:00,-1.0846465153029126,OK
2024-11-01 09:10:00,-0.8600995072352307,OK
2024-11-01 09:15:00,-0.38996842304595725,OK
2024-11-01 09:20:00,-1.1816078326353017,OK
2024-11-01 09:25:00,0.03758405000874993,OK
2024-11-01 09:30:00,-0.4533853643935,OK
2024-11-01 09:35:00,-0.5867320938488281,OK
2024-11-01 09:40:00,-0.9241862199882289,OK
2024-11-01 09:45:00,-0.29923821774586323,OK
2024-11-01 09:50:00,0.17018550222375936,OK
2024-11-01 09:55:00,-0.2815976815179448,OK
2024-11-01 10:00:00,0.30396822029466736,OK
2024-11-01 10:05:00,0.6772924616372147,OK
2024-11-01 10:10:00,0.32355707081859897,OK
2024-11-01 10:15:00,-1.1973825644573737,OK
2024-11-01 10:20:00,-0.14371764343483848,OK
2024-11-01 10:25:00,0.35821653864294395,OK
2024-11-01 10:30:00,-0.07815266339385808,OK
2024-11-01 10:35:00,0.48256597496686415,OK
2024-11-01 10:40:00,0.07377030934807433,OK
2024-11-01 10:45:00,0.734593091525787,OK
2024-11-01 10:50:00,1.019035666491955,OK
2024-11-01 10:55:00,0.7527091988601107,OK
2024-11-01 11:00:00,0.5711205103881052,OK
