timestamp,supplemental_heat_power_w,data_quality_flag
2024-11-01 00:00:00,6547.914079850239,OK
2024-11-01 00:05:00,6525.791831654767,OK
2024-11-01 00:10:00,6559.378160378633,OK
2024-11-01 00:15:00,0.0,OK
2024-11-01 00:20:00,0.0,OK
2024-11-01 00:25:00,0.0,OK
2024-11-01 00:30:00,0.0,OK
2024-11-01 00:35:00,0.0,OK
2024-11-01 00:40:00,0.0,OK
2024-11-01 00:45:00,0.0,OK
2024-11-01 00:50:00,0.0,OK
2024-11-01 00:55:00,0.0,OK
2024-11-01 01:00:00,0.0,OK
2024-11-01 01:05:00,7025.76222732314,OK
2024-11-01 01:10:00,7048.298312350313,OK
2024-11-01 01:15:00,7150.368466387593,OK
2024-11-01 01:20:00,0.0,OK
2024-11-01 01:25:00,0.0,OK
2024-11-01 01:30:00,0.0,OK
2024-11-01 01:35:00,0.0,OK
2024-11-01 01:40:00,0.0,OK
2024-11-01 01:45:00,0.0,OK
2024-11-01 01:50:00,0.0,OK
2024-11-01 01:55:00,0.0,OK
2024-11-01 02:00:00,0.0,OK
2024-11-01 02:05:00,7304.055070866136,OK
2024-11-01 02:10:00,7205.295954463074,OK
2024-11-01 02:15:00,7342.824185729018,OK
2024-11-01 02:20:00,0.0,OK
2024-11-01 02:25:00,0.0,OK
2024-11-01 02:30:00,0.0,OK
2024-11-01 02:35:00,0.0,OK
2024-11-01 02:40:00,0.0,OK
2024-11-01 02:45:00,0.0,OK
2024-11-01 02:50:00,0.0,OK
2024-11-01 02:55:00,0.0,OK
2024-11-01 03:00:00,7352.733579846494,OK
2024-11-01 03:05:00,7362.9925788981445,OK
2024-11-01 03:10:00,7698.179574002404,OK
2024-11-01 03:15:00,0.0,OK
2024-11-01 03:20:00,0.0,OK
2024-11-01 03:25:00,0.0,OK
2024-11-01 03:30:00,0.0,OK
2024-11-01 03:35:00,0.0,OK
2024-11-01 03:40:00,0.0,OK
2024-11-01 03:45:00,0.0,OK
2024-11-01 03:50:00,0.0,OK
2024-11-01 03:55:00,0.0,OK
2024-11-01 04:00:00,0.0,OK
2024-11-01 04:05:00,0.0,OK
2024-11-01 04:10:00,7823.872723125807,OK
2024-11-01 04:15:00,7658.6531314384565,OK
2024-11-01 04:20:00,7666.103920208158,OK
2024-11-01 04:25:00,0.0,OK
2024-11-01 04:30:00,0.0,OK
2024-11-01 04:35:00,0.0,OK
2024-11-01 04:40:00,0.0,OK
2024-11-01 04:45:00,0.0,OK
2024-11-01 04:50:00,0.0,OK
2024-11-01 04:55:00,0.0,OK
2024-11-01 05:00:00,0.0,OK
2024-11-01 05:05:00,0.0,OK
2024-11-01 05:10:00,0.0,OK
2024-11-01 05:15:00,0.0,OK
2024-11-01 05:20:00,0.0,OK
2024-11-01 05:25:00,0.0,OK
2024-11-01 05:30:00,7753.612908423502,OK
2024-11-01 05:35:00,7889.569455267718,OK
2024-11-01 05:40:00,7846.439321175243,OK
2024-11-01 05:45:00,0.0,OK
2024-11-01 05:50:00,0.0,OK
2024-11-01 05:55:00,0.0,OK
2024-11-01 06:00:00,0.0,OK
2024-11-01 06:05:00,0.0,OK
2024-11-01 06:10:00,0.0,OK
2024-11-01 06:15:00,0.0,OK
2024-11-01 06:20:00,0.0,OK
2024-11-01 06:25:00,0.0,OK
2024-11-01 06:30:00,0.0,OK
2024-11-01 06:35:00,0.0,OK
2024-11-01 06:40:00,0.0,OK
2024-11-01 06:45:00,0.0,OK
2024-11-01 06:50:00,0.0,OK
2024-11-01 06:55:00,0.0,OK
2024-11-01 07:00:00,7954.109900853799,OK
2024-11-01 07:05:00,8000.0,OK
2024-11-01 07:10:00,7791.17580123221,OK
2024-11-01 07:15:00,0.0,OK
2024-11-01 07:20:00,0.0,OK
2024-11-01 07:25:00,0.0,OK
2024-11-01 07:30:00,0.0,OK
2024-11-01 07:35:00,0.0,OK
2024-11-01 07:40:00,0.0,OK
2024-11-01 07:45:00,0.0,OK
2024-11-01 07:50:00,0.0,OK
2024-11-01 07:55:00,0.0,OK
2024-11-01 08:00:00,7956.823452856381,OK
2024-11-01 08:05:00,7888.483615971643,OK
2024-11-01 08:10:00,7915.365636092864,OK
2024-11-01 08:15:00,0.0,OK
2024-11-01 08:20:00,0.0,OK
2024-11-01 08:25:00,0.0,OK
2024-11-01 08:30:00,0.0,OK
2024-11-01 08:35:00,0.0,OK
2024-11-01 08:40:00,0.0,OK
2024-11-01 08:45:00,0.0,OK
2024-11-01 08:50:00,0.0,OK
2024-11-01 08:55:00,7542.183516858545,OK
2024-11-01 09:00:00,7648.398089349912,OK
2024-11-01 09:05:00,7533.612672240981,OK
2024-11-01 09:10:00,0.0,OK
2024-11-01 09:15:00,0.0,OK
2024-11-01 09:20:00,0.0,OK
2024-11-01 09:25:00,0.0,OK
2024-11-01 09:30:00,0.0,OK
2024-11-01 09:35:00,0.0,OK
2024-11-01 09:40:00,0.0,OK
2024-11-01 09:45:00,0.0,OK
2024-11-01 09:50:00,7365.583819990884,OK
2024-11-01 09:55:00,7463.93036628306,OK
2024-11-01 10:00:00,7288.167989364759,OK
2024-11-01 10:05:00,0.0,OK
2024-11-01 10:10:00,0.0,OK
2024-11-01 10:15:00,0.0,OK
2024-11-01 10:20:00,0.0,OK
2024-11-01 10:25:00,0.0,OK
2024-11-01 10:30:00,0.0,OK
2024-11-01 10:35:00,0.0,OK
2024-11-01 10:40:00,0.0,OK
2024-11-01 10:45:00,0.0,OK
2024-11-01 10:50:00,6862.497576390226,OK
2024-11-01 10:55:00,7141.218289315686,OK
2024-11-01 11:00:00,7106.907998058405,OK
2024-11-01 11:05:00,0.0,OK
2024-11-01 11:10:00,0.0,OK
2024-11-01 11:15:00,0.0,OK
2024-11-01 11:20:00,0.0,OK
2024-11-01 11:25:00,0.0,OK
2024-11-01 11:30:00,0.0,OK
2024-11-01 11:35:00,0.0,OK
2024-11-01 11:40:00,0.0,OK
2024-11-01 11:45:00,0.0,OK
2024-11-01 11:50:00,0.0,OK
2024-11-01 11:55:00,0.0,OK
2024-11-01 12:00:00,6706.916184256638,OK
2024-11-01 12:05:00,6663.564712591794,OK
2024-11-01 12:10:00,6567.029399451722,OK
2024-11-01 12:15:00,0.0,OK
2024-11-01 12:20:00,0.0,OK
2024-11-01 12:25:00,0.0,OK
2024-11-01 12:30:00,0.0,OK
2024-11-01 12:35:00,0.0,OK
2024-11-01 12:40:00,0.0,OK
2024-11-01 12:45:00,0.0,OK
2024-11-01 12:50:00,0.0,OK
2024-11-01 12:55:00,0.0,OK
2024-11-01 13:00:00,0.0,OK
2024-11-01 13:05:00,0.0,OK
2024-11-01 13:10:00,0.0,OK
2024-11-01 13:15:00,0.0,OK
2024-11-01 13:20:00,0.0,OK
2024-11-01 13:25:00,6247.090435808186,OK
2024-11-01 13:30:00,6261.6647061775,OK
2024-11-01 13:35:00,6205.363240697618,OK
2024-11-01 13:40:00,0.0,OK
2024-11-01 13:45:00,0.0,OK
2024-11-01 13:50:00,0.0,OK
2024-11-01 13:55:00,0.0,OK
2024-11-01 14:00:00,0.0,OK
2024-11-01 14:05:00,0.0,OK
2024-11-01 14:10:00,0.0,OK
2024-11-01 14:15:00,0.0,OK
2024-11-01 14:20:00,0.0,OK
2024-11-01 14:25:00,0.0,OK
2024-11-01 14:30:00,0.0,OK
2024-11-01 14:35:00,0.0,OK
2024-11-01 14:40:00,0.0,OK
2024-11-01 14:45:00,0.0,OK
2024-11-01 14:50:00,0.0,OK
2024-11-01 14:55:00,0.0,OK
2024-11-01 15:00:00,0.0,OK
2024-11-01 15:05:00,0.0,OK
2024-11-01 15:10:00,0.0,OK
2024-11-01 15:15:00,0.0,OK
2024-11-01 15:20:00,0.0,OK
2024-11-01 15:25:00,0.0,OK
2024-11-01 15:30:00,0.0,OK
2024-11-01 15:35:00,0.0,OK
2024-11-01 15:40:00,0.0,OK
2024-11-01 15:45:00,0.0,OK
2024-11-01 15:50:00,0.0,OK
2024-11-01 15:55:00,0.0,OK
2024-11-01 16:00:00,0.0,OK
2024-11-01 16:05:00,0.0,OK
2024-11-01 16:10:00,0.0,OK
2024-11-01 16:15:00,0.0,OK
2024-11-01 16:20:00,0.0,OK
2024-11-01 16:25:00,0.0,OK
2024-11-01 16:30:00,0.0,OK
2024-11-01 16:35:00,0.0,OK
2024-11-01 16:40:00,0.0,OK
2024-11-01 16:45:00,0.0,OK
2024-11-01 16:50:00,0.0,OK
2024-11-01 16:55:00,0.0,OK
2024-11-01 17:00:00,0.0,OK
2024-11-01 17:05:00,0.0,OK
2024-11-01 17:10:00,0.0,OK
2024-11-01 17:15:00,0.0,OK
2024-11-01 17:20:00,0.0,OK
2024-11-01 17:25:00,0.0,OK
2024-11-01 17:30:00,0.0,OK
2024-11-01 17:35:00,0.0,OK
2024-11-01 17:40:00,0.0,OK
2024-11-01 17:45:00,0.0,OK
2024-11-01 17:50:00,0.0,OK
2024-11-01 17:55:00,0.0,OK
2024-11-01 18:00:00,0.0,OK
2024-11-01 18:05:00,0.0,OK
2024-11-01 18:10:00,0.0,OK
2024-11-01 18:15:00,0.0,OK
2024-11-01 18:20:00,0.0,OK
2024-11-01 18:25:00,0.0,OK
2024-11-01 18:30:00,0.0,OK
2024-11-01 18:35:00,0.0,OK
2024-11-01 18:40:00,0.0,OK
2024-11-01 18:45:00,0.0,OK
2024-11-01 18:50:00,0.0,OK
2024-11-01 18:55:00,0.0,OK
