timestamp,electrical_power_w,data_quality_flag
2024-11-01 00:00:00,5.920402610471917,OK
2024-11-01 00:05:00,-6.214728189892161,OK
2024-11-01 00:10:00,10.344532913685587,OK
2024-11-01 00:15:00,2059.3388381684695,OK
2024-11-01 00:20:00,2182.974640207551,OK
2024-11-01 00:25:00,2186.474911188828,OK
2024-11-01 00:30:00,2172.7468721170953,OK
2024-11-01 00:35:00,2143.5144790197733,OK
2024-11-01 00:40:00,2323.478666323007,OK
2024-11-01 00:45:00,2224.145230817679,OK
2024-11-01 00:50:00,2283.653544267848,OK
2024-11-01 00:55:00,2199.429606693328,OK
2024-11-01 01:00:00,2354.1870400114713,OK
2024-11-01 01:05:00,15.111956816073207,OK
2024-11-01 01:10:00,-12.00816516489805,OK
2024-11-01 01:15:00,-13.497303052208345,OK
2024-11-01 01:20:00,2297.145344371602,OK
2024-11-01 01:25:00,2308.8860442920504,OK
2024-11-01 01:30:00,2436.685159107949,OK
2024-11-01 01:35:00,2308.0980653770303,OK
2024-11-01 01:40:00,2420.043121172805,OK
2024-11-01 01:45:00,2497.4863927544507,OK
2024-11-01 01:50:00,2304.5303564633264,OK
2024-11-01 01:55:00,2339.0301359233003,OK
2024-11-01 02:00:00,2431.135998581049,OK
2024-11-01 02:05:00,18.844807075944352,OK
2024-11-01 02:10:00,20.958187147979615,OK
2024-11-01 02:15:00,-14.06538047569904,OK
2024-11-01 02:20:00,2485.616783024906,OK
2024-11-01 02:25:00,2374.448553691773,OK
2024-11-01 02:30:00,2539.8143345138383,OK
2024-11-01 02:35:00,2385.4453924145114,OK
2024-11-01 02:40:00,2603.7746732642554,OK
2024-11-01 02:45:00,2606.474545023492,OK
2024-11-01 02:50:00,2529.286655612072,OK
2024-11-01 02:55:00,2456.32235324519,OK
2024-11-01 03:00:00,4.359783665072606,OK
2024-11-01 03:05:00,1.8050853361657548,OK
2024-11-01 03:10:00,-16.976162077190256,OK
2024-11-01 03:15:00,2452.9297004350256,OK
2024-11-01 03:20:00,2643.2698464761434,OK
2024-11-01 03:25:00,2583.2895204998485,OK
2024-11-01 03:30:00,2634.9697365936418,OK
2024-11-01 03:35:00,2706.4148682617615,OK
2024-11-01 03:40:00,2723.267441236047,OK
2024-11-01 03:45:00,2618.6297729744183,OK
2024-11-01 03:50:00,2559.9387485779766,OK
2024-11-01 03:55:00,2533.2842559885776,OK
2024-11-01 04:00:00,2729.278070700109,OK
2024-11-01 04:05:00,2712.3316319460287,OK
2024-11-01 04:10:00,-0.8653749196055213,OK
2024-11-01 04:15:00,-25.553983715094425,OK
2024-11-01 04:20:00,1.2768919027146117,OK
2024-11-01 04:25:00,2525.3410551660068,OK
2024-11-01 04:30:00,2695.1895449968456,OK
2024-11-01 04:35:00,2826.3071400333793,OK
2024-11-01 04:40:00,2723.315689258645,OK
2024-11-01 04:45:00,2558.3356727682926,OK
2024-11-01 04:50:00,2772.616419649232,OK
2024-11-01 04:55:00,2649.5309074888746,OK
2024-11-01 05:00:00,2682.0626039569147,OK
2024-11-01 05:05:00,2543.6714385717523,OK
2024-11-01 05:10:00,2682.9453752141544,OK
2024-11-01 05:15:00,2749.0748902377295,OK
2024-11-01 05:20:00,2752.1976001534213,OK
2024-11-01 05:25:00,2781.5331337609077,OK
2024-11-01 05:30:00,12.89685447197253,OK
2024-11-01 05:35:00,10.311768891454692,OK
2024-11-01 05:40:00,5.3915358980583195,OK
2024-11-01 05:45:00,2564.8391666584553,OK
2024-11-01 05:50:00,2724.512428773926,OK
2024-11-01 05:55:00,2689.5512038111287,OK
2024-11-01 06:00:00,2801.657055492734,OK
2024-11-01 06:05:00,2916.0611284100964,OK
2024-11-01 06:10:00,2798.2202471385153,OK
2024-11-01 06:15:00,2744.9542050455193,OK
2024-11-01 06:20:00,2715.6045024753307,OK
2024-11-01 06:25:00,2749.230177225523,OK
2024-11-01 06:30:00,2674.842625398202,OK
2024-11-01 06:35:00,2627.3502374389896,OK
2024-11-01 06:40:00,2755.561111320426,OK
2024-11-01 06:45:00,2692.5859416382127,OK
2024-11-01 06:50:00,2655.2356300011197,OK
2024-11-01 06:55:00,2739.3901516896426,OK
2024-11-01 07:00:00,11.041491088595677,OK
2024-11-01 07:05:00,0.3932795670124148,OK
2024-11-01 07:10:00,-0.32932728139290934,OK
2024-11-01 07:15:00,2752.211265026912,OK
2024-11-01 07:20:00,2689.0035252505922,OK
2024-11-01 07:25:00,2671.2292566453834,OK
2024-11-01 07:30:00,2611.3641668795985,OK
2024-11-01 07:35:00,2640.488835753115,OK
2024-11-01 07:40:00,2628.539103801643,OK
2024-11-01 07:45:00,2716.5139694585255,OK
2024-11-01 07:50:00,2668.85669691051,OK
2024-11-01 07:55:00,2556.99769732902,OK
2024-11-01 08:00:00,-1.0831204574239837,OK
2024-11-01 08:05:00,-2.7307187822378056,OK
2024-11-01 08:10:00,25.27493176263842,OK
2024-11-01 08:15:00,2500.6612403666713,OK
2024-11-01 08:20:00,2657.5697858118324,OK
2024-11-01 08:25:00,2587.4737860408904,OK
2024-11-01 08:30:00,2649.7158733821852,OK
2024-11-01 08:35:00,2567.1414162408337,OK
2024-11-01 08:40:00,2632.6742465960638,OK
2024-11-01 08:45:00,2643.4705673970293,OK
2024-11-01 08:50:00,2647.8070095263975,OK
2024-11-01 08:55:00,27.08162746699926,OK
2024-11-01 09:00:00,-6.930643540171274,OK
2024-11-01 09:05:00,-20.75761115846426,OK
2024-11-01 09:10:00,2430.0510819419437,OK
2024-11-01 09:15:00,2511.6300995597576,OK
2024-11-01 09:20:00,2580.6774405366687,OK
2024-11-01 09:25:00,2540.4985179466994,OK
2024-11-01 09:30:00,2485.9707320155912,OK
2024-11-01 09:35:00,2501.109948921837,OK
2024-11-01 09:40:00,2580.446215723703,OK
2024-11-01 09:45:00,2347.3778502945597,OK
2024-11-01 09:50:00,10.572471572710207,OK
2024-11-01 09:55:00,-8.18245944118214,OK
2024-11-01 10:00:00,2.2182454543333905,OK
2024-11-01 10:05:00,2444.967401175187,OK
2024-11-01 10:10:00,2328.786829225998,OK
2024-11-01 10:15:00,2580.5677929570306,OK
2024-11-01 10:20:00,2436.470927521296,OK
2024-11-01 10:25:00,2402.406628709796,OK
2024-11-01 10:30:00,2401.4012780589787,OK
2024-11-01 10:35:00,2361.82374419622,OK
2024-11-01 10:40:00,2457.860413994151,OK
2024-11-01 10:45:00,2336.5573419756447,OK
2024-11-01 10:50:00,-4.999582861218926,OK
2024-11-01 10:55:00,-2.0871511708205768,OK
2024-11-01 11:00:00,-10.010503189729906,OK
2024-11-01 11:05:00,2221.040597304057,OK
2024-11-01 11:10:00,2337.6037372204987,OK
2024-11-01 11:15:00,2338.469177180438,OK
2024-11-01 11:20:00,2341.9021198621163,OK
2024-11-01 11:25:00,2233.403383211189,OK
2024-11-01 11:30:00,2252.7282277299164,OK
2024-11-01 11:35:00,2274.931803206817,OK
2024-11-01 11:40:00,2299.968024800301,OK
2024-11-01 11:45:00,2184.0669441272053,OK
2024-11-01 11:50:00,2132.0612467010633,OK
2024-11-01 11:55:00,2279.39413417388,OK
2024-11-01 12:00:00,27.36079232727308,OK
2024-11-01 12:05:00,-29.067927907571846,OK
2024-11-01 12:10:00,4.471305776810819,OK
2024-11-01 12:15:00,2191.8215911175607,OK
2024-11-01 12:20:00,2219.316898841027,OK
2024-11-01 12:25:00,2125.65605667191,OK
2024-11-01 12:30:00,2126.7065650601253,OK
2024-11-01 12:35:00,2107.755213784413,OK
2024-11-01 12:40:00,2187.651532413908,OK
2024-11-01 12:45:00,2026.3697998040452,OK
2024-11-01 12:50:00,1997.389331071713,OK
2024-11-01 12:55:00,2007.13707406045,OK
2024-11-01 13:00:00,2019.3267113847821,OK
2024-11-01 13:05:00,2106.9879116141224,OK
2024-11-01 13:10:00,2050.1449812717215,OK
2024-11-01 13:15:00,1958.076741648706,OK
2024-11-01 13:20:00,1942.149882470674,OK
2024-11-01 13:25:00,-5.008945061498698,OK
2024-11-01 13:30:00,3.9747703229480167,OK
2024-11-01 13:35:00,5.86617889315047,OK
2024-11-01 13:40:00,1911.2926705007994,OK
2024-11-01 13:45:00,1978.2602866240718,OK
2024-11-01 13:50:00,1935.0136217966515,OK
2024-11-01 13:55:00,1941.3616803398406,OK
2024-11-01 14:00:00,1863.0029022876843,OK
2024-11-01 14:05:00,1903.1089638266262,OK
2024-11-01 14:10:00,1849.2520782838267,OK
2024-11-01 14:15:00,1924.0320674280788,OK
2024-11-01 14:20:00,1893.254967633599,OK
2024-11-01 14:25:00,1903.8082004911382,OK
2024-11-01 14:30:00,1901.2033232742856,OK
2024-11-01 14:35:00,1888.324671302695,OK
2024-11-01 14:40:00,1810.9009009724125,OK
2024-11-01 14:45:00,1907.210127482182,OK
2024-11-01 14:50:00,1875.8225697478451,OK
