timestamp,eev_position_pct,data_quality_flag
2024-11-01 00:00:00,49.999999999994955,OK
2024-11-01 00:05:00,49.99999999999439,OK
2024-11-01 00:10:00,49.99999999999563,OK
2024-11-01 00:15:00,50.00000000000001,OK
2024-11-01 00:20:00,50.0000000000001,OK
2024-11-01 00:25:00,49.999999999999865,OK
2024-11-01 00:30:00,50.000000000000135,OK
2024-11-01 00:35:00,49.999999999999886,OK
2024-11-01 00:40:00,49.99999999999996,OK
2024-11-01 00:45:00,49.99999999999987,OK
2024-11-01 00:50:00,50.0,OK
2024-11-01 00:55:00,49.999999999999986,OK
2024-11-01 01:00:00,49.99999999999994,OK
2024-11-01 01:05:00,50.00000000000007,OK
2024-11-01 01:10:00,50.00000000000023,OK
2024-11-01 01:15:00,50.00000000000013,OK
2024-11-01 01:20:00,49.99999999999967,OK
2024-11-01 01:25:00,49.99999999999997,OK
2024-11-01 01:30:00,50.00000000000011,OK
2024-11-01 01:35:00,49.999999999999844,OK
2024-11-01 01:40:00,49.9999999999997,OK
2024-11-01 01:45:00,49.99999999999984,OK
2024-11-01 01:50:00,49.999999999999865,OK
2024-11-01 01:55:00,49.99999999999982,OK
2024-11-01 02:00:00,49.999999999999716,OK
2024-11-01 02:05:00,49.999999999885375,OK
2024-11-01 02:10:00,49.99999999999987,OK
2024-11-01 02:15:00,50.00000000000013,OK
2024-11-01 02:20:00,49.9999999999997,OK
2024-11-01 02:25:00,49.99999999999979,OK
2024-11-01 02:30:00,49.99999999999963,OK
2024-11-01 02:35:00,49.99999999999964,OK
2024-11-01 02:40:00,49.99999999999983,OK
2024-11-01 02:45:00,49.99999999999907,OK
2024-11-01 02:50:00,49.99999999999959,OK
2024-11-01 02:55:00,49.999999999999815,OK
2024-11-01 03:00:00,49.99999999999993,OK
2024-11-01 03:05:00,49.99999999999994,OK
2024-11-01 03:10:00,50.000000000008455,OK
2024-11-01 03:15:00,49.99999999999965,OK
2024-11-01 03:20:00,49.999999999999474,OK
2024-11-01 03:25:00,49.99999999999951,OK
2024-11-01 03:30:00,49.99999999999924,OK
2024-11-01 03:35:00,49.99999999999923,OK
2024-11-01 03:40:00,49.99999999999907,OK
2024-11-01 03:45:00,49.99999999999953,OK
2024-11-01 03:50:00,49.99999999999953,OK
2024-11-01 03:55:00,49.99999999999938,OK
2024-11-01 04:00:00,49.9999999999988,OK
2024-11-01 04:05:00,49.999999999999226,OK
2024-11-01 04:10:00,50.00000000003858,OK
2024-11-01 04:15:00,50.000000000004746,OK
2024-11-01 04:20:00,50.000000000005684,OK
2024-11-01 04:25:00,49.99999999999957,OK
2024-11-01 04:30:00,49.99999999999895,OK
2024-11-01 04:35:00,49.99999999999778,OK
2024-11-01 04:40:00,49.999999999998224,OK
2024-11-01 04:45:00,49.99999999999926,OK
2024-11-01 04:50:00,49.999999999998494,OK
2024-11-01 04:55:00,49.99999999999869,OK
2024-11-01 05:00:00,49.999999999999126,OK
2024-11-01 05:05:00,49.999999999999076,OK
2024-11-01 05:10:00,49.99999999999895,OK
2024-11-01 05:15:00,49.999999999998636,OK
2024-11-01 05:20:00,49.999999999998856,OK
2024-11-01 05:25:00,49.99999999999896,OK
2024-11-01 05:30:00,50.000000000017195,OK
2024-11-01 05:35:00,50.000000000075815,OK
2024-11-01 05:40:00,50.00000000004944,OK
2024-11-01 05:45:00,49.99999999999901,OK
2024-11-01 05:50:00,49.999999999998195,OK
2024-11-01 05:55:00,49.999999999998735,OK
2024-11-01 06:00:00,49.99999999999831,OK
2024-11-01 06:05:00,49.999999999996916,OK
2024-11-01 06:10:00,49.99999999999753,OK
2024-11-01 06:15:00,49.999999999998224,OK
2024-11-01 06:20:00,49.999999999998636,OK
2024-11-01 06:25:00,49.99999999999855,OK
2024-11-01 06:30:00,49.99999999999859,OK
2024-11-01 06:35:00,49.99999999999905,OK
2024-11-01 06:40:00,49.99999999999814,OK
2024-11-01 06:45:00,49.99999999999865,OK
2024-11-01 06:50:00,49.99999999999897,OK
2024-11-01 06:55:00,49.99999999999822,OK
2024-11-01 07:00:00,50.000000000137845,OK
2024-11-01 07:05:00,49.99999999997552,OK
2024-11-01 07:10:00,50.000000000026894,OK
2024-11-01 07:15:00,49.99999999999869,OK
2024-11-01 07:20:00,49.99999999999909,OK
2024-11-01 07:25:00,49.999999999998764,OK
2024-11-01 07:30:00,49.999999999999055,OK
2024-11-01 07:35:00,49.99999999999879,OK
2024-11-01 07:40:00,49.999999999999154,OK
2024-11-01 07:45:00,49.999999999999,OK
2024-11-01 07:50:00,49.999999999998934,OK
2024-11-01 07:55:00,49.99999999999923,OK
2024-11-01 08:00:00,50.00000000014129,OK
2024-11-01 08:05:00,50.00000000007482,OK
2024-11-01 08:10:00,50.00000000009719,OK
2024-11-01 08:15:00,49.99999999999976,OK
2024-11-01 08:20:00,49.999999999999176,OK
2024-11-01 08:25:00,49.999999999999496,OK
2024-11-01 08:30:00,49.99999999999913,OK
2024-11-01 08:35:00,49.99999999999909,OK
2024-11-01 08:40:00,49.99999999999892,OK
2024-11-01 08:45:00,49.99999999999905,OK
2024-11-01 08:50:00,49.99999999999902,OK
2024-11-01 08:55:00,50.00000000000046,OK
2024-11-01 09:00:00,50.00000000000425,OK
2024-11-01 09:05:00,50.000000000000355,OK
2024-11-01 09:10:00,49.999999999999524,OK
2024-11-01 09:15:00,49.999999999999794,OK
2024-11-01 09:20:00,49.999999999999346,OK
2024-11-01 09:25:00,49.999999999999886,OK
2024-11-01 09:30:00,49.99999999999953,OK
2024-11-01 09:35:00,49.99999999999939,OK
2024-11-01 09:40:00,49.99999999999957,OK
2024-11-01 09:45:00,49.999999999999815,OK
2024-11-01 09:50:00,50.00000000000011,OK
2024-11-01 09:55:00,50.00000000000037,OK
2024-11-01 10:00:00,49.99999999996547,OK
2024-11-01 10:05:00,49.99999999999982,OK
2024-11-01 10:10:00,49.999999999999844,OK
2024-11-01 10:15:00,49.99999999999979,OK
2024-11-01 10:20:00,49.99999999999959,OK
2024-11-01 10:25:00,49.99999999999997,OK
2024-11-01 10:30:00,49.99999999999973,OK
2024-11-01 10:35:00,50.000000000000064,OK
2024-11-01 10:40:00,49.99999999999966,OK
2024-11-01 10:45:00,50.00000000000013,OK
2024-11-01 10:50:00,49.999999999999915,OK
2024-11-01 10:55:00,50.00000000000007,OK
2024-11-01 11:00:00,49.999999999999986,OK
2024-11-01 11:05:00,50.0000000000001,OK
2024-11-01 11:10:00,49.99999999999991,OK
2024-11-01 11:15:00,49.9999999999997,OK
2024-11-01 11:20:00,49.999999999999694,OK
2024-11-01 11:25:00,49.99999999999987,OK
2024-11-01 11:30:00,50.00000000000004,OK
2024-11-01 11:35:00,49.99999999999992,OK
2024-11-01 11:40:00,49.999999999999865,OK
2024-11-01 11:45:00,50.00000000000006,OK
2024-11-01 11:50:00,49.99999999999964,OK
2024-11-01 11:55:00,49.999999999999865,OK
2024-11-01 12:00:00,49.99999999999879,OK
2024-11-01 12:05:00,49.99999999999815,OK
2024-11-01 12:10:00,49.99999999999575,OK
2024-11-01 12:15:00,50.00000000000003,OK
2024-11-01 12:20:00,49.99999999999997,OK
2024-11-01 12:25:00,49.9999999999999,OK
2024-11-01 12:30:00,49.999999999999936,OK
2024-11-01 12:35:00,50.000000000000085,OK
2024-11-01 12:40:00,49.99999999999993,OK
2024-11-01 12:45:00,50.00000000000014,OK
2024-11-01 12:50:00,50.00000000000004,OK
2024-11-01 12:55:00,50.00000000000014,OK
2024-11-01 13:00:00,49.99999999999989,OK
2024-11-01 13:05:00,50.000000000000135,OK
2024-11-01 13:10:00,49.999999999999936,OK
2024-11-01 13:15:00,50.00000000000007,OK
2024-11-01 13:20:00,49.999999999999986,OK
2024-11-01 13:25:00,49.99999999996602,OK
2024-11-01 13:30:00,49.999999999968466,OK
2024-11-01 13:35:00,49.99999999995795,OK
2024-11-01 13:40:00,50.000000000000036,OK
2024-11-01 13:45:00,49.9999999999999,OK
2024-11-01 13:50:00,50.000000000000426,OK
2024-11-01 13:55:00,49.99999999999973,OK
2024-11-01 14:00:00,49.99999999999987,OK
2024-11-01 14:05:00,50.00000000000006,OK
2024-11-01 14:10:00,49.999999999999865,OK
2024-11-01 14:15:00,50.000000000000114,OK
2024-11-01 14:20:00,50.00000000000001,OK
2024-11-01 14:25:00,50.00000000000013,OK
2024-11-01 14:30:00,50.00000000000006,OK
2024-11-01 14:35:00,49.999999999999986,OK
2024-11-01 14:40:00,50.00000000000006,OK
2024-11-01 14:45:00,50.000000000000135,OK
2024-11-01 14:50:00,49.99999999999987,OK
2024-11-01 14:55:00,50.000000000000085,OK
2024-11-01 15:00:00,50.00000000000007,OK
2024-11-01 15:05:00,49.999999999999986,OK
2024-11-01 15:10:00,49.999999999999915,OK
2024-11-01 15:15:00,50.000000000000036,OK
2024-11-01 15:20:00,49.99999999999993,OK
2024-11-01 15:25:00,49.99999999999993,OK
2024-11-01 15:30:00,49.99999999999967,OK
