timestamp,liquid_line_temp_c,data_quality_flag
2024-11-01 00:00:00,3.4972960773905855,OK
2024-11-01 00:05:00,2.6380848196851177,OK
2024-11-01 00:10:00,1.9610679040686296,OK
2024-11-01 00:15:00,47.47243689612536,OK
2024-11-01 00:20:00,46.72209474540244,OK
2024-11-01 00:25:00,46.993532926376055,OK
2024-11-01 00:30:00,46.687923214076186,OK
2024-11-01 00:35:00,47.90898901529304,OK
2024-11-01 00:40:00,47.210377111420094,OK
2024-11-01 00:45:00,47.41090340985701,OK
2024-11-01 00:50:00,48.07435455718315,OK
2024-11-01 00:55:00,47.5199548538282,OK
2024-11-01 01:00:00,47.37663505570074,OK
2024-11-01 01:05:00,1.4815891223983302,OK
2024-11-01 01:10:00,2.1312464365702235,OK
2024-11-01 01:15:00,0.729081034720874,OK
2024-11-01 01:20:00,47.43759588102473,OK
2024-11-01 01:25:00,47.763771887080175,OK
2024-11-01 01:30:00,48.57455524958727,OK
2024-11-01 01:35:00,47.30679875676683,OK
2024-11-01 01:40:00,47.84242854661807,OK
2024-11-01 01:45:00,47.48717518063633,OK
2024-11-01 01:50:00,47.131706378172616,OK
2024-11-01 01:55:00,47.8799622876493,OK
2024-11-01 02:00:00,48.155500793068875,OK
2024-11-01 02:05:00,1.0158128889818117,OK
2024-11-01 02:10:00,0.6814365325681133,OK
2024-11-01 02:15:00,-0.4355369286063749,OK
2024-11-01 02:20:00,48.184968601146046,OK
2024-11-01 02:25:00,48.88312760810101,OK
2024-11-01 02:30:00,48.96698782248113,OK
2024-11-01 02:35:00,47.95421883198181,OK
2024-11-01 02:40:00,48.216554400408185,OK
2024-11-01 02:45:00,49.58487915462872,OK
2024-11-01 02:50:00,47.9704246432491,OK
2024-11-01 02:55:00,48.31478620904163,OK
2024-11-01 03:00:00,1.128519267313824,OK
2024-11-01 03:05:00,0.0655561871310286,OK
2024-11-01 03:10:00,-1.3826035224948126,OK
2024-11-01 03:15:00,48.78763269500472,OK
2024-11-01 03:20:00,48.732203281686765,OK
2024-11-01 03:25:00,48.08109582845569,OK
2024-11-01 03:30:00,49.53291617397915,OK
2024-11-01 03:35:00,49.63258004027324,OK
2024-11-01 03:40:00,48.96122127127528,OK
2024-11-01 03:45:00,48.6046768560061,OK
2024-11-01 03:50:00,48.34041243291183,OK
2024-11-01 03:55:00,48.893139513009444,OK
2024-11-01 04:00:00,49.0641950087912,OK
2024-11-01 04:05:00,48.63888827204615,OK
2024-11-01 04:10:00,-0.40783765087393176,OK
2024-11-01 04:15:00,-0.6486196814494074,OK
2024-11-01 04:20:00,-0.6169565037229188,OK
