timestamp,high_side_pressure_psig,suction_pressure_psig,liquid_line_temp_c,suction_line_temp_c,outdoor_temp_c,return_air_temp_c,supply_air_temp_c,top_of_outdoor_unit_temp_c,electrical_power_w,supplemental_heat_power_w,compressor_frequency_hz,eev_position_pct,airflow_cfm,defrost_flag,refrigerant_type
2024-11-01 00:00:00,131.03840976941595,208.88924545891496,3.4972960773905855,30.73182753361703,2.2886663019747093,21.58942820448819,19.835875419357336,17.172590219969553,5.920402610471917,6547.914079850239,67.41665188485851,49.999999999994955,0.0,True,R410A
2024-11-01 00:05:00,130.64370569199266,209.44887432693184,2.6380848196851177,31.220708778149078,2.23132862851194,20.94057390528015,18.675530638600048,17.224269399755116,-6.214728189892161,6525.791831654767,67.29023903802724,49.99999999999439,0.0,True,R410A
2024-11-01 00:10:00,131.11755280689445,208.82491959037085,1.9610679040686296,29.967017830647276,2.4957078551585443,20.830221651198435,18.77159224210183,19.76423150545375,10.344532913685587,6559.378160378633,67.48216091644933,49.99999999999563,0.0,True,R410A
2024-11-01 00:15:00,446.8339651221223,88.74904042965308,47.47243689612536,3.4040479370971517,2.083402660839763,21.574540006118934,27.356687409175965,-1.0159294951284636,2059.3388381684695,0.0,67.35667204936067,50.00000000000001,928.280064592328,False,R410A
2024-11-01 00:20:00,449.46918773833227,86.67119764315389,46.72209474540244,4.055246009982853,2.1310815863311463,20.876457568727112,26.741302639756594,2.2958132178676127,2182.974640207551,0.0,68.3888275483881,50.0000000000001,940.665930580657,False,R410A
2024-11-01 00:25:00,450.12658425744013,86.62275569375737,46.993532926376055,3.5980454916912272,2.0884882879414124,20.88471180166785,26.291852072679777,3.075292875253253,2186.474911188828,0.0,68.4727286225654,49.999999999999865,941.6727434707848,False,R410A
2024-11-01 00:30:00,450.8861399296562,86.66644938412023,46.687923214076186,3.692473746322352,2.135208844640322,21.616360706515856,27.005177057723376,1.9286392600884295,2172.7468721170953,0.0,68.4839496514,50.000000000000135,941.8073958168,False,R410A
2024-11-01 00:35:00,452.270258919545,85.88317884311492,47.90898901529304,3.8340980824370074,1.6689960999753497,21.43754163957937,26.776713275123665,-2.1178068667098366,2143.5144790197733,0.0,68.887981590857,49.999999999999886,946.6557790902839,False,R410A
2024-11-01 00:40:00,454.3324395538331,84.92774286000396,47.210377111420094,3.087977832323154,1.1702251324566233,20.869808333861506,26.33291462886935,-0.4683135387509929,2323.478666323007,0.0,69.36765190552809,49.99999999999996,952.4118228663373,False,R410A
2024-11-01 00:45:00,454.69531402638285,84.62510117819217,47.41090340985701,3.084025535011826,1.2512078385752707,21.144563918063007,26.209715052530015,1.4638718033978666,2224.145230817679,0.0,69.56309695863268,49.99999999999987,954.7571635035922,False,R410A
2024-11-01 00:50:00,457.01666632737215,83.88270742596345,48.07435455718315,2.9866556006378038,1.1507360276298588,21.48003713929828,25.557815994577368,-0.31825941723745377,2283.653544267848,0.0,69.9265692817878,50.0,959.1188313814537,False,R410A
2024-11-01 00:55:00,454.3519806551552,85.32959885398542,47.5199548538282,4.098363468862298,1.1954440063134273,21.220447273601113,26.03803980910304,1.4094495953989101,2199.429606693328,0.0,69.27302700026041,49.999999999999986,951.2763240031251,False,R410A
2024-11-01 01:00:00,455.8766041722894,84.40006377915816,47.37663505570074,3.1432893510330944,1.5281894356538681,21.32265251688936,27.05612640809828,1.861702702912454,2354.1870400114713,0.0,69.7434909020474,49.99999999999994,956.9218908245688,False,R410A
2024-11-01 01:05:00,125.54891727839004,200.4418171887224,1.4815891223983302,28.30855684581212,1.1004188864901618,20.465377710366717,18.982639977420657,18.518340683957685,15.111956816073207,7025.76222732314,70.1472127275608,50.00000000000007,0.0,True,R410A
2024-11-01 01:10:00,124.94528362574994,200.06301694437806,2.1312464365702235,28.264065581285692,0.5943379352596465,20.1808016794776,18.4039735608984,16.699379106246866,-12.00816516489805,7048.298312350313,70.27599035628751,50.00000000000023,0.0,True,R410A
2024-11-01 01:15:00,123.046993054414,198.1879270104157,0.729081034720874,28.639990771150963,1.1352379132608967,21.169529657007903,18.543924474470604,14.469742944527246,-13.497303052208345,7150.368466387593,70.85924837935767,50.00000000000013,0.0,True,R410A
2024-11-01 01:20:00,455.7654717080289,84.82965919905918,47.43759588102473,2.596331550203251,1.1902623330997937,20.73943890791508,26.217271905235467,0.7121063160531955,2297.145344371602,0.0,69.67790889890253,49.99999999999967,956.1349067868302,False,R410A
2024-11-01 01:25:00,458.30336219126804,83.25467507696273,47.763771887080175,1.9809037961770772,0.4338246267841616,20.92112349563164,26.675011019465696,1.6322707331603081,2308.8860442920504,0.0,70.47588892072169,49.99999999999997,965.7106670486602,False,R410A
2024-11-01 01:30:00,461.81167509083957,81.93130334235339,48.57455524958727,2.7586473299049934,0.1918030976138064,20.65465064126733,26.364609362541863,-2.807900456510024,2436.685159107949,0.0,71.11824133112403,50.00000000000011,973.4188959734882,False,R410A
2024-11-01 01:35:00,457.98528354467453,83.78669660864105,47.30679875676683,3.2003857023899434,1.3044715801052247,20.28645411972797,25.26468371099262,1.8638420957685797,2308.0980653770303,0.0,70.28372699808875,49.999999999999844,963.4047239770653,False,R410A
2024-11-01 01:40:00,461.9510123431287,81.75438401895325,47.84242854661807,2.1738152977545377,0.9053790395665107,21.756893343572226,27.845630254860584,-0.2090533332869273,2420.043121172805,0.0,71.28423287059707,49.9999999999997,975.4107944471649,False,R410A
2024-11-01 01:45:00,464.66873742870257,80.32786648579619,47.48717518063633,2.138967438642994,0.2949833091114149,21.137178234790575,26.73764118249547,-0.1735147859860256,2497.4863927544507,0.0,72.01572441386571,49.99999999999984,984.1886929663885,False,R410A
2024-11-01 01:50:00,459.8789694928343,83.34156502775615,47.131706378172616,2.795873742774282,1.0976055152526722,21.074748199864885,26.411490024679996,-0.1489281196673179,2304.5303564633264,0.0,70.59637415864694,49.999999999999865,967.1564899037631,False,R410A
2024-11-01 01:55:00,463.66483201824866,81.0876951152787,47.8799622876493,2.4493933076535015,0.5131682523085417,20.559739872048382,25.819854613179935,-0.19228004500996682,2339.0301359233003,0.0,71.70363277066208,49.99999999999982,980.443593247945,False,R410A
2024-11-01 02:00:00,464.01057358776376,80.93572794848741,48.155500793068875,2.3910825651711223,0.25578245903044233,20.632484519467493,26.59680261285044,-0.1988449590292367,2431.135998581049,0.0,71.82258477359755,49.999999999999716,981.8710172831708,False,R410A
2024-11-01 02:05:00,121.45676644046108,196.00701500795384,1.0158128889818117,26.82837693233314,0.22998376244002966,20.3942549837854,19.181895161423324,13.522729299680034,18.844807075944352,7304.055070866136,71.73745754780649,49.999999999885375,0.0,True,R410A
2024-11-01 02:10:00,123.08167598271349,197.97751166667544,0.6814365325681133,28.293190650864307,0.5753990884484836,20.230823857775288,18.682346173183664,14.971846837524426,20.958187147979615,7205.295954463074,71.173119739789,49.99999999999987,0.0,True,R410A
