timestamp,suction_line_temp_c,data_quality_flag
2024-11-01 00:00:00,30.73182753361703,OK
2024-11-01 00:05:00,31.220708778149078,OK
2024-11-01 00:10:00,29.967017830647276,OK
2024-11-01 00:15:00,3.4040479370971517,OK
2024-11-01 00:20:00,4.055246009982853,OK
2024-11-01 00:25:00,3.5980454916912272,OK
2024-11-01 00:30:00,3.692473746322352,OK
2024-11-01 00:35:00,3.8340980824370074,OK
2024-11-01 00:40:00,3.087977832323154,OK
2024-11-01 00:45:00,3.084025535011826,OK
2024-11-01 00:50:00,2.9866556006378038,OK
2024-11-01 00:55:00,4.098363468862298,OK
2024-11-01 01:00:00,3.1432893510330944,OK
2024-11-01 01:05:00,28.30855684581212,OK
2024-11-01 01:10:00,28.264065581285692,OK
2024-11-01 01:15:00,28.639990771150963,OK
2024-11-01 01:20:00,2.596331550203251,OK
2024-11-01 01:25:00,1.9809037961770772,OK
2024-11-01 01:30:00,2.7586473299049934,OK
2024-11-01 01:35:00,3.2003857023899434,OK
2024-11-01 01:40:00,2.1738152977545377,OK
2024-11-01 01:45:00,2.138967438642994,OK
2024-11-01 01:50:00,2.795873742774282,OK
2024-11-01 01:55:00,2.4493933076535015,OK
2024-11-01 02:00:00,2.3910825651711223,OK
2024-11-01 02:05:00,26.82837693233314,OK
2024-11-01 02:10:00,28.293190650864307,OK
2024-11-01 02:15:00,28.27945442057759,OK
2024-11-01 02:20:00,1.3961599127096858,OK
2024-11-01 02:25:00,2.090430297649,OK
2024-11-01 02:30:00,2.170439793283657,OK
2024-11-01 02:35:00,2.453604114133135,OK
2024-11-01 02:40:00,2.5035361977139683,OK
2024-11-01 02:45:00,1.5336094771053599,OK
2024-11-01 02:50:00,1.651266981365696,OK
2024-11-01 02:55:00,2.0759489012871257,OK
2024-11-01 03:00:00,26.567027719266477,OK
2024-11-01 03:05:00,27.79962724756004,OK
2024-11-01 03:10:00,26.32856677078073,OK
2024-11-01 03:15:00,1.667350312775041,OK
2024-11-01 03:20:00,1.120158500634078,OK
2024-11-01 03:25:00,1.643722877570195,OK
2024-11-01 03:30:00,1.4551376885832932,OK
2024-11-01 03:35:00,0.8886481651661784,OK
2024-11-01 03:40:00,1.9846420128795137,OK
2024-11-01 03:45:00,1.391832798537639,OK
2024-11-01 03:50:00,0.5832982985113492,OK
2024-11-01 03:55:00,0.7614876447872994,OK
2024-11-01 04:00:00,0.3531210495090188,OK
2024-11-01 04:05:00,1.1035240883796529,OK
2024-11-01 04:10:00,26.172452983811613,OK
2024-11-01 04:15:00,26.96914596877114,OK
2024-11-01 04:20:00,27.01632580186436,OK
2024-11-01 04:25:00,0.7814207982543921,OK
2024-11-01 04:30:00,0.8076203120959078,OK
2024-11-01 04:35:00,0.06117816718745245,OK
2024-11-01 04:40:00,0.5697315212121827,OK
2024-11-01 04:45:00,0.8207219175241701,OK
2024-11-01 04:50:00,0.9684291915325591,OK
2024-11-01 04:55:00,-0.39910546262185176,OK
2024-11-01 05:00:00,0.19801711907717323,OK
2024-11-01 05:05:00,0.13290118952673557,OK
2024-11-01 05:10:00,0.35966308280775044,OK
2024-11-01 05:15:00,0.8709601217426769,OK
2024-11-01 05:20:00,0.03476980298796245,OK
2024-11-01 05:25:00,0.22838674307866436,OK
2024-11-01 05:30:00,26.73881128399247,OK
2024-11-01 05:35:00,26.744787046643204,OK
2024-11-01 05:40:00,26.34278928782202,OK
2024-11-01 05:45:00,0.4296578550086997,OK
2024-11-01 05:50:00,-0.7475881427876981,OK
2024-11-01 05:55:00,0.15687487400938854,OK
2024-11-01 06:00:00,0.6701324366859093,OK
2024-11-01 06:05:00,-0.5137108744498329,OK
2024-11-01 06:10:00,-0.8027712498834201,OK
2024-11-01 06:15:00,0.5570470841654017,OK
2024-11-01 06:20:00,0.09627677042684962,OK
2024-11-01 06:25:00,0.989829734589928,OK
2024-11-01 06:30:00,1.0438773711906935,OK
2024-11-01 06:35:00,0.8964553548620074,OK
2024-11-01 06:40:00,-0.8105153262493309,OK
2024-11-01 06:45:00,1.4386877650254046,OK
2024-11-01 06:50:00,0.5868543338119812,OK
2024-11-01 06:55:00,-0.08006788184773986,OK
2024-11-01 07:00:00,26.752035669233813,OK
2024-11-01 07:05:00,26.185033193054924,OK
2024-11-01 07:10:00,27.394966885708335,OK
2024-11-01 07:15:00,-0.19058790486887622,OK
2024-11-01 07:20:00,1.1671995551683607,OK
2024-11-01 07:25:00,-0.1508428241505182,OK
2024-11-01 07:30:00,1.1590561139884314,OK
2024-11-01 07:35:00,0.5192695587820744,OK
2024-11-01 07:40:00,0.6930062189026347,OK
2024-11-01 07:45:00,0.34727652086321864,OK
2024-11-01 07:50:00,0.46204929006800916,OK
2024-11-01 07:55:00,0.1836681642283231,OK
2024-11-01 08:00:00,26.661433813466743,OK
2024-11-01 08:05:00,27.20632740130888,OK
2024-11-01 08:10:00,26.1063354317082,OK
2024-11-01 08:15:00,1.5398222146090972,OK
2024-11-01 08:20:00,0.7958545653366189,OK
2024-11-01 08:25:00,1.1925598319423938,OK
2024-11-01 08:30:00,-0.059898287030020536,OK
2024-11-01 08:35:00,0.2820138009157914,OK
2024-11-01 08:40:00,0.07939685109940164,OK
2024-11-01 08:45:00,-0.28814083163123105,OK
2024-11-01 08:50:00,1.6964420460318923,OK
2024-11-01 08:55:00,27.63475585213687,OK
2024-11-01 09:00:00,27.13245350622926,OK
2024-11-01 09:05:00,26.380274455391856,OK
2024-11-01 09:10:00,0.4291428608282698,OK
2024-11-01 09:15:00,1.7157815849359213,OK
2024-11-01 09:20:00,2.2360071501158925,OK
2024-11-01 09:25:00,1.6351686228465652,OK
2024-11-01 09:30:00,1.6296567518178173,OK
2024-11-01 09:35:00,0.9206818584641108,OK
2024-11-01 09:40:00,1.1414391056038202,OK
2024-11-01 09:45:00,2.8602272156569617,OK
2024-11-01 09:50:00,27.782498984942773,OK
2024-11-01 09:55:00,27.32943221373662,OK
2024-11-01 10:00:00,28.88569816459164,OK
2024-11-01 10:05:00,2.119240532103258,OK
2024-11-01 10:10:00,3.116603104970877,OK
2024-11-01 10:15:00,1.3224377687868953,OK
2024-11-01 10:20:00,2.875655834388576,OK
2024-11-01 10:25:00,2.3492166554299034,OK
2024-11-01 10:30:00,2.1311633791890587,OK
2024-11-01 10:35:00,2.9130714695610567,OK
2024-11-01 10:40:00,2.246948033302753,OK
2024-11-01 10:45:00,2.84013439102352,OK
2024-11-01 10:50:00,29.171568948461815,OK
2024-11-01 10:55:00,29.076292204706146,OK
2024-11-01 11:00:00,28.593019993441654,OK
2024-11-01 11:05:00,2.1843103946160105,OK
2024-11-01 11:10:00,2.368026205844213,OK
2024-11-01 11:15:00,1.9162903960744506,OK
2024-11-01 11:20:00,3.1741206049988326,OK
2024-11-01 11:25:00,2.9267981529889187,OK
2024-11-01 11:30:00,3.63745696035418,OK
2024-11-01 11:35:00,3.0621527324185753,OK
