timestamp,_truth_proxy_cop,_truth_carnot_cop,_truth_superheat_c,_truth_subcooling_c,_truth_delivered_capacity_w,_truth_compressor_speed_frac,_truth_regime
2024-11-01 00:00:00,,15.722946077868297,7.999999999998991,4.999999999999988,0.0,0.6236108647476418,defrost
2024-11-01 00:05:00,,15.776246416658054,7.999999999998877,4.999999999999987,0.0,0.6215039839671206,defrost
2024-11-01 00:10:00,,15.695466473007448,7.999999999999126,5.000000000000023,0.0,0.6247026819408221,defrost
2024-11-01 00:15:00,3.0590489689322435,15.748190824457241,8.000000000000002,4.999999999999979,6157.971395128441,0.6226112008226777,steady_state_heating
2024-11-01 00:20:00,3.006418235738513,15.324771230860414,8.00000000000002,5.0,6265.457372481125,0.6398137924731347,steady_state_heating
2024-11-01 00:25:00,3.002214597890848,15.291351070299324,7.9999999999999725,4.999999999999993,6274.046538485215,0.6412121437094234,steady_state_heating
2024-11-01 00:30:00,3.0016532334313277,15.286892466314136,8.000000000000027,5.000000000000021,6275.193575843506,0.6413991608566667,steady_state_heating
2024-11-01 00:35:00,2.981570604569107,15.128067231401811,7.999999999999978,5.000000000000014,6316.229269739825,0.6481330265142833,steady_state_heating
2024-11-01 00:40:00,2.9580528400616775,14.943741156108674,7.999999999999992,5.000000000000007,6364.27690953516,0.6561275317588016,steady_state_heating
2024-11-01 00:45:00,2.948569700548894,14.869917807878625,7.999999999999975,5.000000000000078,6383.64560663167,0.6593849493105447,steady_state_heating
2024-11-01 00:50:00,2.9310842714851875,14.734549213281603,8.0,4.999999999999972,6419.344637759246,0.66544282136313,steady_state_heating
2024-11-01 00:55:00,2.9626646527439853,14.979746786416515,7.9999999999999964,5.000000000000007,6354.856132752073,0.6545504500043403,steady_state_heating
2024-11-01 01:00:00,2.9398672267407124,14.802423910117415,7.9999999999999885,5.000000000000014,6401.415519248835,0.6623915150341232,steady_state_heating
2024-11-01 01:05:00,,14.6535701990623,8.000000000000014,4.999999999999988,0.0,0.6691202121260134,defrost
2024-11-01 01:10:00,,14.606717173080277,8.000000000000046,5.000000000000012,0.0,0.671266505938125,defrost
2024-11-01 01:15:00,,14.39820905509392,8.000000000000025,4.999999999999975,0.0,0.6809874729892945,defrost
2024-11-01 01:20:00,2.943025432864521,14.826890235041406,7.999999999999934,4.99999999999995,6394.967195436354,0.6612984816483753,steady_state_heating
2024-11-01 01:25:00,2.9050236226803814,14.534578873666668,7.999999999999994,5.000000000000021,6472.504068696038,0.6745981486786947,steady_state_heating
2024-11-01 01:30:00,2.8750939546186696,14.307518535689214,8.000000000000021,5.000000000000028,6533.456118130627,0.6853040221854004,steady_state_heating
2024-11-01 01:35:00,2.914090658710316,14.603911897921233,7.999999999999969,5.000000000000028,6454.016470145279,0.671395449968146,steady_state_heating
2024-11-01 01:40:00,2.8674532937948887,14.249992287467004,7.9999999999999405,5.000000000000007,6548.994676658133,0.6880705478432846,steady_state_heating
2024-11-01 01:45:00,2.83422957567555,14.001900674259298,7.999999999999967,5.0,6616.431856823113,0.7002620735644286,steady_state_heating
2024-11-01 01:50:00,2.89936547027769,14.491441962303773,7.9999999999999725,5.000000000000021,6484.03619779718,0.676606235977449,steady_state_heating
2024-11-01 01:55:00,2.848316136209379,14.106684739797059,7.9999999999999645,4.999999999999929,6587.866693913082,0.6950605461777014,steady_state_heating
2024-11-01 02:00:00,2.8429317340529443,14.066562437130658,7.999999999999943,5.0,6598.7904776152,0.6970430795599593,steady_state_heating
2024-11-01 02:05:00,,14.095252431851074,7.999999999977074,5.0000000000000195,0.0,0.6956242924634415,defrost
2024-11-01 02:10:00,,14.288448476044861,7.999999999999975,5.000000000000027,0.0,0.6862186623298165,defrost
2024-11-01 02:15:00,,14.02083141253619,8.000000000000025,4.999999999999975,0.0,0.6993165891170493,defrost
2024-11-01 02:20:00,2.799520090238942,13.74621881374194,7.9999999999999405,5.000000000000028,6686.609546111949,0.7132870597256936,steady_state_heating
