timestamp,supply_air_temp_c,data_quality_flag
2024-11-01 00:00:00,19.835875419357336,OK
2024-11-01 00:05:00,18.675530638600048,OK
2024-11-01 00:10:00,18.77159224210183,OK
2024-11-01 00:15:00,27.356687409175965,OK
2024-11-01 00:20:00,26.741302639756594,OK
2024-11-01 00:25:00,26.291852072679777,OK
2024-11-01 00:30:00,27.005177057723376,OK
2024-11-01 00:35:00,26.776713275123665,OK
2024-11-01 00:40:00,26.33291462886935,OK
2024-11-01 00:45:00,26.209715052530015,OK
2024-11-01 00:50:00,25.557815994577368,OK
2024-11-01 00:55:00,26.03803980910304,OK
2024-11-01 01:00:00,27.05612640809828,OK
2024-11-01 01:05:00,18.982639977420657,OK
2024-11-01 01:10:00,18.4039735608984,OK
2024-11-01 01:15:00,18.543924474470604,OK
2024-11-01 01:20:00,26.217271905235467,OK
2024-11-01 01:25:00,26.675011019465696,OK
2024-11-01 01:30:00,26.364609362541863,OK
2024-11-01 01:35:00,25.26468371099262,OK
2024-11-01 01:40:00,27.845630254860584,OK
2024-11-01 01:45:00,26.73764118249547,OK
2024-11-01 01:50:00,26.411490024679996,OK
2024-11-01 01:55:00,25.819854613179935,OK
2024-11-01 02:00:00,26.59680261285044,OK
2024-11-01 02:05:00,19.181895161423324,OK
2024-11-01 02:10:00,18.682346173183664,OK
2024-11-01 02:15:00,19.250209795595943,OK
2024-11-01 02:20:00,26.257460120997024,OK
2024-11-01 02:25:00,26.49727305604302,OK
2024-11-01 02:30:00,26.506183818598046,OK
2024-11-01 02:35:00,27.116092422518896,OK
2024-11-01 02:40:00,26.552681510536722,OK
2024-11-01 02:45:00,26.577922157546315,OK
2024-11-01 02:50:00,26.237639240147633,OK
2024-11-01 02:55:00,25.85669443852236,OK
2024-11-01 03:00:00,19.070627284295732,OK
2024-11-01 03:05:00,18.193138687957298,OK
2024-11-01 03:10:00,18.482734423857288,OK
2024-11-01 03:15:00,26.917407887342588,OK
2024-11-01 03:20:00,26.653755784120765,OK
2024-11-01 03:25:00,25.977509352713632,OK
2024-11-01 03:30:00,26.31672360837122,OK
2024-11-01 03:35:00,26.404866001624256,OK
2024-11-01 03:40:00,26.046399570701137,OK
2024-11-01 03:45:00,26.42590887082788,OK
2024-11-01 03:50:00,26.479512175405667,OK
2024-11-01 03:55:00,26.752404061746823,OK
2024-11-01 04:00:00,26.224173914359444,OK
2024-11-01 04:05:00,25.81696184603917,OK
2024-11-01 04:10:00,18.9103922238319,OK
2024-11-01 04:15:00,18.798944175069227,OK
2024-11-01 04:20:00,19.00427396048558,OK
2024-11-01 04:25:00,26.78189225839461,OK
