timestamp,suction_pressure_psig,data_quality_flag
2024-11-01 00:00:00,208.88924545891496,OK
2024-11-01 00:05:00,209.44887432693184,OK
2024-11-01 00:10:00,208.82491959037085,OK
2024-11-01 00:15:00,88.74904042965308,OK
2024-11-01 00:20:00,86.67119764315389,OK
2024-11-01 00:25:00,86.62275569375737,OK
2024-11-01 00:30:00,86.66644938412023,OK
2024-11-01 00:35:00,85.88317884311492,OK
2024-11-01 00:40:00,84.92774286000396,OK
2024-11-01 00:45:00,84.62510117819217,OK
2024-11-01 00:50:00,83.88270742596345,OK
2024-11-01 00:55:00,85.32959885398542,OK
2024-11-01 01:00:00,84.40006377915816,OK
2024-11-01 01:05:00,200.4418171887224,OK
2024-11-01 01:10:00,200.06301694437806,OK
2024-11-01 01:15:00,198.1879270104157,OK
2024-11-01 01:20:00,84.82965919905918,OK
2024-11-01 01:25:00,83.25467507696273,OK
2024-11-01 01:30:00,81.93130334235339,OK
2024-11-01 01:35:00,83.78669660864105,OK
2024-11-01 01:40:00,81.75438401895325,OK
2024-11-01 01:45:00,80.32786648579619,OK
2024-11-01 01:50:00,83.34156502775615,OK
2024-11-01 01:55:00,81.0876951152787,OK
2024-11-01 02:00:00,80.93572794848741,OK
2024-11-01 02:05:00,196.00701500795384,OK
2024-11-01 02:10:00,197.97751166667544,OK
2024-11-01 02:15:00,195.35944992009004,OK
2024-11-01 02:20:00,79.14916045612738,OK
2024-11-01 02:25:00,81.16917101887864,OK
2024-11-01 02:30:00,79.9770071677144,OK
2024-11-01 02:35:00,82.66701586958051,OK
2024-11-01 02:40:00,79.97771948093441,OK
2024-11-01 02:45:00,76.85951197998648,OK
2024-11-01 02:50:00,79.96153377127631,OK
2024-11-01 02:55:00,81.91806655022053,OK
2024-11-01 03:00:00,195.66255384971893,OK
2024-11-01 03:05:00,195.56973006581188,OK
2024-11-01 03:10:00,189.23819158515607,OK
2024-11-01 03:15:00,79.64151840653344,OK
2024-11-01 03:20:00,77.54252414096263,OK
2024-11-01 03:25:00,78.61424951905268,OK
2024-11-01 03:30:00,76.48663234518938,OK
2024-11-01 03:35:00,77.12438475692775,OK
2024-11-01 03:40:00,76.93695948673975,OK
2024-11-01 03:45:00,78.75324592601224,OK
2024-11-01 03:50:00,78.60736721312186,OK
2024-11-01 03:55:00,77.8384313476393,OK
2024-11-01 04:00:00,75.79320769863743,OK
2024-11-01 04:05:00,76.9317943136838,OK
2024-11-01 04:10:00,187.2946552931123,OK
2024-11-01 04:15:00,190.44515706643728,OK
2024-11-01 04:20:00,190.4169283881111,OK
2024-11-01 04:25:00,77.9569569947806,OK
2024-11-01 04:30:00,75.54939033914707,OK
2024-11-01 04:35:00,72.94435186427435,OK
2024-11-01 04:40:00,73.97941917598888,OK
2024-11-01 04:45:00,78.00664135240659,OK
2024-11-01 04:50:00,75.54914118696725,OK
2024-11-01 04:55:00,75.18654989579933,OK
2024-11-01 05:00:00,77.78080552811896,OK
2024-11-01 05:05:00,77.19550158070639,OK
2024-11-01 05:10:00,75.63978457565203,OK
2024-11-01 05:15:00,75.28366236907965,OK
2024-11-01 05:20:00,75.53401460279454,OK
2024-11-01 05:25:00,76.04291989624897,OK
2024-11-01 05:30:00,189.1289184357761,OK
2024-11-01 05:35:00,186.59250976359277,OK
2024-11-01 05:40:00,187.3742275129503,OK
2024-11-01 05:45:00,77.03253749270766,OK
2024-11-01 05:50:00,73.97277466466598,OK
2024-11-01 05:55:00,76.12758562062167,OK
2024-11-01 06:00:00,74.70938785535681,OK
2024-11-01 06:05:00,72.11196707365544,OK
2024-11-01 06:10:00,72.60662806377282,OK
2024-11-01 06:15:00,74.06022354103042,OK
2024-11-01 06:20:00,75.89540094350218,OK
2024-11-01 06:25:00,75.4366161524761,OK
2024-11-01 06:30:00,75.64802581203165,OK
2024-11-01 06:35:00,77.79957778817422,OK
2024-11-01 06:40:00,73.9842788630498,OK
2024-11-01 06:45:00,75.43728515685915,OK
2024-11-01 06:50:00,75.8406391410218,OK
2024-11-01 06:55:00,74.57831745326057,OK
2024-11-01 07:00:00,185.4440899073778,OK
2024-11-01 07:05:00,182.51301662155896,OK
2024-11-01 07:10:00,188.4669356999431,OK
2024-11-01 07:15:00,74.77329755686235,OK
2024-11-01 07:20:00,78.25718541105051,OK
2024-11-01 07:25:00,75.88941174612907,OK
2024-11-01 07:30:00,77.39078181316498,OK
2024-11-01 07:35:00,76.1554295570349,OK
2024-11-01 07:40:00,76.2291204875277,OK
2024-11-01 07:45:00,75.65757463923842,OK
2024-11-01 07:50:00,76.38193518487378,OK
2024-11-01 07:55:00,76.53474994421751,OK
2024-11-01 08:00:00,185.15708833819454,OK
2024-11-01 08:05:00,186.4456220999615,OK
2024-11-01 08:10:00,185.8705112202795,OK
2024-11-01 08:15:00,79.13423830492647,OK
2024-11-01 08:20:00,76.29532180654874,OK
2024-11-01 08:25:00,78.67460073903479,OK
2024-11-01 08:30:00,76.64478925095067,OK
2024-11-01 08:35:00,77.49186577218458,OK
2024-11-01 08:40:00,75.58804523038705,OK
2024-11-01 08:45:00,76.81037220987865,OK
2024-11-01 08:50:00,77.6625780258917,OK
2024-11-01 08:55:00,192.55506013691362,OK
2024-11-01 09:00:00,190.41717661129596,OK
2024-11-01 09:05:00,192.63434427580242,OK
2024-11-01 09:10:00,78.88125009206298,OK
2024-11-01 09:15:00,80.36283680601657,OK
2024-11-01 09:20:00,78.38812971120106,OK
2024-11-01 09:25:00,81.44248013176725,OK
2024-11-01 09:30:00,78.09432999637828,OK
2024-11-01 09:35:00,77.89395082082444,OK
2024-11-01 09:40:00,77.61468120258068,OK
2024-11-01 09:45:00,82.28405594556921,OK
2024-11-01 09:50:00,195.22352353615247,OK
2024-11-01 09:55:00,193.25960722335472,OK
2024-11-01 10:00:00,196.63255683298615,OK
2024-11-01 10:05:00,81.28951538024617,OK
2024-11-01 10:10:00,83.20069503317323,OK
2024-11-01 10:15:00,79.24591935482391,OK
2024-11-01 10:20:00,81.24657227451608,OK
2024-11-01 10:25:00,81.31600351322346,OK
2024-11-01 10:30:00,79.90784700244366,OK
2024-11-01 10:35:00,83.82674520884223,OK
2024-11-01 10:40:00,82.29898801847656,OK
2024-11-01 10:45:00,83.7100546343002,OK
2024-11-01 10:50:00,204.1099968815929,OK
2024-11-01 10:55:00,198.59800693517718,OK
2024-11-01 11:00:00,199.1518205144428,OK
2024-11-01 11:05:00,83.82274515119235,OK
2024-11-01 11:10:00,84.9857474549088,OK
2024-11-01 11:15:00,83.11834227905969,OK
2024-11-01 11:20:00,83.3776760107297,OK
2024-11-01 11:25:00,85.9804933732031,OK
2024-11-01 11:30:00,85.72675828980789,OK
2024-11-01 11:35:00,83.37422481321573,OK
2024-11-01 11:40:00,84.78500322269808,OK
2024-11-01 11:45:00,88.4630820517303,OK
2024-11-01 11:50:00,86.96686357317654,OK
2024-11-01 11:55:00,85.79493304549582,OK
2024-11-01 12:00:00,206.0069739083715,OK
2024-11-01 12:05:00,206.80646072161153,OK
2024-11-01 12:10:00,208.68760611937657,OK
2024-11-01 12:15:00,85.8834868474303,OK
2024-11-01 12:20:00,87.03357348633679,OK
2024-11-01 12:25:00,88.82136801419834,OK
2024-11-01 12:30:00,88.60405572837468,OK
2024-11-01 12:35:00,89.61611652677271,OK
2024-11-01 12:40:00,87.2631372339022,OK
2024-11-01 12:45:00,89.56951808100366,OK
2024-11-01 12:50:00,90.83718690213665,OK
2024-11-01 12:55:00,90.63617842254595,OK
2024-11-01 13:00:00,90.49412467760416,OK
2024-11-01 13:05:00,90.64570835829858,OK
2024-11-01 13:10:00,89.87105797501971,OK
2024-11-01 13:15:00,90.97616853312229,OK
2024-11-01 13:20:00,92.887890829319,OK
2024-11-01 13:25:00,214.01463424388547,OK
